dstport,protocol,tag
2546,tcp,email
2547,icmp,sv_P1
2548,tcp,sv_P1
2549,icmp,sv_P2
2550,tcp,sv_P2
2551,tcp,sv_P2
2552,udp,sv_P2
2553,udp,sv_P1
2554,icmp,sv_P2
2555,icmp,sv_P2
2556,icmp,email
2557,icmp,sv_P2
2558,udp,sv_P1
2559,tcp,email
2560,tcp,sv_P1
2561,tcp,sv_P1
2562,tcp,sv_P1
2563,udp,sv_P1
2564,udp,sv_P2
2565,tcp,sv_P1
2566,udp,email
2567,tcp,sv_P2
2568,tcp,sv_P2
2569,icmp,sv_P1
2570,tcp,sv_P1
2571,tcp,email
2572,icmp,sv_P2
2573,icmp,sv_P1
2574,icmp,sv_P2
2575,tcp,email
2576,udp,email
2577,icmp,sv_P1
2578,tcp,sv_P2
2579,tcp,email
2580,icmp,sv_P1
2581,icmp,sv_P1
2582,tcp,sv_P2
2583,udp,sv_P1
2584,icmp,email
2585,icmp,sv_P2
2586,udp,sv_P2
2587,tcp,sv_P1
2588,udp,email
2589,udp,email
2590,icmp,email
2591,icmp,sv_P2
2592,icmp,email
2593,udp,sv_P2
2594,icmp,sv_P2
2595,tcp,email
2596,icmp,sv_P1
2597,icmp,sv_P1
2598,udp,email
2599,udp,sv_P2
2600,tcp,sv_P1
2601,udp,email
2602,tcp,sv_P2
2603,icmp,sv_P2
2604,icmp,sv_P2
2605,udp,sv_P1
2606,tcp,sv_P1
2607,udp,sv_P2
2608,udp,sv_P1
2609,icmp,sv_P2
2610,udp,email
2611,tcp,sv_P2
2612,udp,sv_P1
2613,icmp,email
2614,tcp,email
2615,icmp,email
2616,icmp,sv_P2
2617,tcp,sv_P1
2618,udp,sv_P2
2619,icmp,sv_P1
2620,icmp,sv_P2
2621,udp,sv_P2
2622,icmp,email
2623,tcp,email
2624,udp,sv_P2
2625,icmp,sv_P2
2626,tcp,sv_P1
2627,icmp,email
2628,udp,sv_P1
2629,udp,sv_P2
2630,tcp,sv_P2
2631,icmp,sv_P1
2632,udp,sv_P2
2633,tcp,email
2634,tcp,email
2635,tcp,sv_P2
2636,udp,email
2637,udp,email
2638,icmp,sv_P2
2639,udp,sv_P1
2640,tcp,email
2641,icmp,sv_P2
2642,udp,email
2643,icmp,sv_P1
2644,udp,sv_P1
2645,udp,sv_P2
2646,icmp,sv_P1
2647,udp,email
2648,icmp,email
2649,udp,sv_P1
2650,udp,sv_P1
2651,udp,email
2652,icmp,email
2653,icmp,sv_P2
2654,tcp,email
2655,tcp,email
2656,udp,email
2657,icmp,sv_P2
2658,udp,sv_P2
2659,icmp,sv_P1
2660,udp,sv_P2
2661,tcp,sv_P2
2662,icmp,sv_P2
2663,tcp,sv_P1
2664,tcp,email
2665,udp,email
2666,icmp,sv_P2
2667,udp,email
2668,tcp,sv_P2
2669,udp,email
2670,tcp,sv_P2
2671,tcp,sv_P2
2672,tcp,sv_P1
2673,tcp,email
2674,icmp,sv_P2
2675,tcp,sv_P2
2676,tcp,sv_P2
2677,udp,sv_P1
2678,icmp,sv_P1
2679,udp,sv_P1
2680,icmp,sv_P2
2681,icmp,email
2682,udp,email
2683,icmp,sv_P1
2684,icmp,sv_P2
2685,tcp,sv_P2
2686,udp,sv_P1
2687,icmp,sv_P1
2688,tcp,email
2689,tcp,email
2690,icmp,sv_P2
2691,udp,email
2692,icmp,sv_P1
2693,tcp,sv_P2
2694,udp,email
2695,icmp,sv_P2
2696,udp,sv_P2
2697,tcp,sv_P1
2698,tcp,email
2699,udp,sv_P1
2700,icmp,sv_P1
2701,icmp,sv_P2
2702,icmp,sv_P2
2703,icmp,sv_P2
2704,tcp,sv_P1
2705,udp,sv_P2
2706,icmp,sv_P1
2707,icmp,sv_P2
2708,udp,email
2709,icmp,sv_P1
2710,udp,sv_P2
2711,icmp,email
2712,udp,sv_P1
2713,udp,sv_P1
2714,udp,sv_P2
2715,icmp,sv_P2
2716,icmp,sv_P1
2717,udp,email
2718,tcp,sv_P1
2719,tcp,sv_P2
2720,tcp,sv_P2
2721,udp,sv_P2
2722,udp,sv_P1
2723,udp,sv_P1
2724,tcp,email
2725,tcp,sv_P2
2726,icmp,sv_P2
2727,tcp,sv_P2
2728,icmp,sv_P1
2729,tcp,sv_P2
2730,udp,email
2731,tcp,email
2732,tcp,email
2733,icmp,email
2734,udp,sv_P1
2735,tcp,sv_P1
2736,tcp,sv_P1
2737,udp,email
2738,udp,email
2739,udp,sv_P2
2740,tcp,sv_P1
2741,udp,sv_P2
2742,udp,email
2743,udp,sv_P2
2744,icmp,email
2745,icmp,sv_P2
2746,icmp,sv_P2
2747,icmp,email
2748,tcp,sv_P2
2749,udp,email
2750,icmp,sv_P1
2751,tcp,sv_P2
2752,tcp,sv_P2
2753,tcp,email
2754,tcp,email
2755,udp,email
2756,udp,email
2757,udp,sv_P1
2758,udp,sv_P2
2759,tcp,sv_P2
2760,icmp,sv_P2
2761,udp,email
2762,udp,sv_P1
2763,tcp,sv_P1
2764,udp,sv_P2
2765,icmp,sv_P1
2766,tcp,sv_P1
2767,tcp,sv_P1
2768,tcp,sv_P2
2769,udp,email
2770,udp,sv_P2
2771,tcp,sv_P2
2772,tcp,sv_P1
2773,icmp,email
2774,udp,email
2775,tcp,email
2776,tcp,sv_P1
2777,udp,sv_P1
2778,tcp,sv_P1
2779,udp,email
2780,icmp,sv_P2
2781,icmp,sv_P1
2782,udp,email
2783,tcp,email
2784,icmp,sv_P1
2785,udp,sv_P2
2786,udp,email
2787,tcp,sv_P1
2788,tcp,sv_P2
2789,udp,email
2790,udp,sv_P2
2791,udp,sv_P2
2792,icmp,email
2793,udp,email
2794,udp,email
2795,udp,email
2796,icmp,sv_P2
2797,icmp,sv_P1
2798,icmp,email
2799,tcp,sv_P1
2800,tcp,sv_P1
2801,udp,email
2802,tcp,sv_P2
2803,udp,email
2804,tcp,sv_P1
2805,icmp,email
2806,tcp,sv_P1
2807,udp,email
2808,udp,sv_P1
2809,tcp,sv_P1
2810,icmp,sv_P2
2811,icmp,sv_P2
2812,icmp,sv_P1
2813,udp,sv_P2
2814,tcp,sv_P1
2815,tcp,sv_P1
2816,udp,email
2817,udp,sv_P2
2818,icmp,email
2819,tcp,sv_P1
2820,udp,email
2821,tcp,sv_P2
2822,udp,sv_P2
2823,icmp,email
2824,udp,sv_P2
2825,udp,email
2826,udp,sv_P2
2827,icmp,sv_P2
2828,tcp,sv_P2
2829,udp,email
2830,tcp,sv_P1
2831,udp,sv_P2
2832,icmp,sv_P1
2833,udp,sv_P1
2834,udp,sv_P1
2835,icmp,sv_P1
2836,udp,sv_P1
2837,icmp,email
2838,udp,email
2839,icmp,sv_P2
2840,tcp,sv_P2
2841,udp,sv_P2
2842,tcp,sv_P2
2843,icmp,sv_P2
2844,tcp,sv_P1
2845,icmp,sv_P1
2846,tcp,sv_P2
2847,udp,email
2848,icmp,sv_P2
2849,udp,sv_P1
2850,tcp,sv_P1
2851,udp,sv_P1
2852,udp,sv_P2
2853,icmp,email
2854,udp,sv_P1
2855,udp,sv_P2
2856,udp,email
2857,udp,sv_P1
2858,udp,email
2859,tcp,sv_P2
2860,tcp,sv_P2
2861,udp,email
2862,udp,email
2863,icmp,sv_P1
2864,icmp,email
2865,udp,email
2866,icmp,sv_P2
2867,tcp,email
2868,udp,sv_P2
2869,udp,sv_P2
2870,icmp,sv_P1
2871,icmp,email
2872,tcp,email
2873,tcp,email
2874,tcp,sv_P1
2875,udp,email
2876,tcp,sv_P2
2877,icmp,sv_P2
2878,icmp,sv_P1
2879,icmp,email
2880,icmp,sv_P2
2881,udp,email
2882,udp,sv_P1
2883,udp,sv_P1
2884,tcp,sv_P2
2885,tcp,sv_P2
2886,udp,email
2887,icmp,sv_P2
2888,tcp,sv_P2
2889,icmp,sv_P2
2890,icmp,sv_P1
2891,udp,sv_P2
2892,tcp,sv_P2
2893,tcp,email
2894,icmp,sv_P2
2895,icmp,email
2896,tcp,sv_P1
2897,udp,sv_P2
2898,udp,sv_P2
2899,tcp,email
2900,tcp,sv_P1
2901,icmp,email
2902,tcp,email
2903,udp,sv_P1
2904,tcp,email
2905,icmp,sv_P2
2906,tcp,sv_P1
2907,tcp,email
2908,udp,email
2909,udp,sv_P2
2910,tcp,sv_P2
2911,icmp,email
2912,icmp,sv_P2
2913,icmp,email
2914,tcp,email
2915,icmp,sv_P1
2916,tcp,sv_P2
2917,udp,email
2918,udp,sv_P2
2919,udp,sv_P1
2920,tcp,sv_P1
2921,tcp,email
2922,udp,email
2923,icmp,sv_P2
2924,icmp,sv_P1
2925,udp,sv_P2
2926,icmp,sv_P2
2927,icmp,sv_P1
2928,icmp,sv_P2
2929,tcp,email
2930,udp,email
2931,icmp,email
2932,icmp,email
2933,udp,sv_P1
2934,icmp,email
2935,tcp,email
2936,tcp,email
2937,udp,sv_P1
2938,udp,email
2939,udp,sv_P2
2940,tcp,sv_P2
2941,udp,sv_P1
2942,icmp,sv_P1
2943,udp,email
2944,tcp,sv_P2
2945,icmp,sv_P2
2946,icmp,sv_P2
2947,udp,sv_P1
2948,udp,sv_P1
2949,tcp,sv_P1
2950,udp,sv_P2
2951,udp,sv_P2
2952,icmp,sv_P2
2953,udp,sv_P1
2954,tcp,sv_P1
2955,udp,sv_P1
2956,udp,email
2957,tcp,email
2958,udp,sv_P2
2959,udp,sv_P2
2960,udp,email
2961,tcp,sv_P2
2962,udp,sv_P1
2963,icmp,sv_P2
2964,udp,email
2965,tcp,sv_P1
2966,udp,email
2967,icmp,email
2968,icmp,email
2969,tcp,sv_P2
2970,tcp,sv_P1
2971,udp,sv_P1
2972,icmp,sv_P2
2973,tcp,sv_P2
2974,udp,email
2975,udp,sv_P2
2976,tcp,email
2977,udp,email
2978,tcp,email
2979,tcp,email
2980,udp,sv_P2
2981,icmp,email
2982,udp,email
2983,tcp,sv_P1
2984,icmp,sv_P2
2985,udp,email
2986,icmp,sv_P2
2987,tcp,sv_P1
2988,icmp,sv_P1
2989,icmp,email
2990,tcp,sv_P1
2991,tcp,sv_P1
2992,tcp,sv_P1
2993,icmp,sv_P2
2994,tcp,sv_P2
2995,tcp,sv_P2
2996,udp,sv_P2
2997,tcp,email
2998,udp,sv_P1
2999,udp,email
3000,icmp,email
3001,udp,sv_P1
3002,tcp,sv_P1
3003,icmp,email
3004,icmp,sv_P1
3005,icmp,sv_P1
3006,icmp,email
3007,tcp,sv_P1
3008,udp,email
3009,icmp,sv_P1
3010,tcp,sv_P1
3011,udp,sv_P2
3012,icmp,sv_P2
3013,udp,sv_P2
3014,icmp,sv_P1
3015,udp,email
3016,tcp,sv_P2
3017,icmp,sv_P2
3018,tcp,sv_P2
3019,udp,sv_P2
3020,udp,sv_P1
3021,icmp,email
3022,tcp,email
3023,udp,sv_P2
3024,tcp,sv_P2
3025,icmp,sv_P1
3026,icmp,sv_P2
3027,udp,sv_P1
3028,icmp,sv_P1
3029,udp,sv_P2
3030,icmp,email
3031,icmp,sv_P1
3032,udp,email
3033,icmp,email
3034,udp,sv_P2
3035,udp,email
3036,tcp,sv_P2
3037,tcp,sv_P2
3038,tcp,sv_P2
3039,icmp,email
3040,udp,sv_P2
3041,udp,email
3042,tcp,email
3043,udp,email
3044,icmp,email
3045,tcp,sv_P1
3046,udp,email
3047,udp,email
3048,udp,email
3049,udp,email
3050,icmp,sv_P2
3051,tcp,sv_P1
3052,icmp,sv_P1
3053,icmp,sv_P1
3054,tcp,sv_P2
3055,udp,email
3056,tcp,email
3057,udp,sv_P1
3058,icmp,sv_P1
3059,udp,sv_P1
3060,udp,sv_P1
3061,tcp,email
3062,udp,sv_P2
3063,udp,sv_P1
3064,udp,sv_P2
3065,udp,sv_P2
3066,tcp,sv_P2
3067,icmp,sv_P1
3068,udp,sv_P1
3069,tcp,sv_P2
3070,icmp,sv_P2
3071,icmp,sv_P2
3072,tcp,email
3073,udp,sv_P2
3074,icmp,sv_P1
3075,icmp,email
3076,icmp,sv_P2
3077,tcp,email
3078,tcp,email
3079,icmp,email
3080,udp,sv_P1
3081,icmp,email
3082,icmp,sv_P1
3083,udp,sv_P1
3084,icmp,sv_P2
3085,tcp,email
3086,udp,sv_P1
3087,udp,email
3088,tcp,email
3089,tcp,email
3090,icmp,sv_P1
3091,icmp,sv_P2
3092,udp,sv_P2
3093,tcp,email
3094,icmp,email
3095,udp,email
3096,tcp,sv_P1
3097,udp,sv_P2
3098,tcp,sv_P2
3099,icmp,sv_P2
3100,icmp,email
3101,udp,sv_P2
3102,icmp,email
3103,icmp,email
3104,tcp,email
3105,tcp,sv_P1
3106,tcp,sv_P2
3107,icmp,sv_P2
3108,icmp,email
3109,icmp,sv_P1
3110,tcp,sv_P1
3111,udp,sv_P2
3112,icmp,sv_P1
3113,tcp,sv_P2
3114,tcp,sv_P2
3115,tcp,sv_P2
3116,udp,sv_P1
3117,tcp,email
3118,tcp,email
3119,tcp,sv_P1
3120,icmp,sv_P2
3121,tcp,email
3122,icmp,email
3123,tcp,sv_P1
3124,icmp,sv_P2
3125,udp,sv_P2
3126,icmp,sv_P2
3127,icmp,email
3128,udp,sv_P1
3129,tcp,email
3130,udp,email
3131,icmp,sv_P2
3132,tcp,sv_P1
3133,tcp,sv_P2
3134,tcp,sv_P2
3135,udp,sv_P1
3136,tcp,sv_P2
3137,udp,email
3138,tcp,email
3139,tcp,sv_P2
3140,icmp,sv_P1
3141,icmp,sv_P2
3142,tcp,sv_P1
3143,icmp,sv_P2
3144,tcp,sv_P1
3145,udp,sv_P2
3146,udp,sv_P2
3147,udp,sv_P1
3148,icmp,email
3149,icmp,sv_P2
3150,icmp,sv_P1
3151,icmp,sv_P1
3152,udp,email
3153,icmp,email
3154,icmp,sv_P1
3155,tcp,email
3156,udp,email
3157,tcp,sv_P1
3158,tcp,email
3159,udp,email
3160,tcp,sv_P1
3161,udp,sv_P1
3162,icmp,sv_P2
3163,icmp,email
3164,icmp,email
3165,tcp,sv_P1
3166,icmp,sv_P2
3167,udp,sv_P2
3168,icmp,sv_P2
3169,tcp,sv_P1
3170,udp,sv_P2
3171,tcp,sv_P2
3172,udp,sv_P2
3173,tcp,sv_P2
3174,tcp,sv_P1
3175,tcp,sv_P2
3176,udp,sv_P1
3177,tcp,email
3178,tcp,email
3179,icmp,sv_P1
3180,udp,sv_P2
3181,udp,sv_P2
3182,icmp,sv_P2
3183,tcp,sv_P1
3184,tcp,email
3185,icmp,sv_P2
3186,udp,email
3187,tcp,sv_P1
3188,icmp,email
3189,udp,sv_P2
3190,udp,sv_P2
3191,icmp,sv_P1
3192,icmp,email
3193,udp,sv_P1
3194,tcp,sv_P1
3195,tcp,email
3196,tcp,email
3197,icmp,sv_P2
3198,udp,email
3199,tcp,sv_P1
3200,tcp,sv_P2
3201,udp,sv_P2
3202,tcp,sv_P1
3203,tcp,sv_P1
3204,tcp,sv_P2
3205,icmp,email
3206,icmp,email
3207,udp,email
3208,tcp,sv_P2
3209,tcp,sv_P1
3210,icmp,sv_P2
3211,tcp,sv_P2
3212,icmp,email
3213,tcp,sv_P1
3214,icmp,sv_P2
3215,icmp,sv_P2
3216,udp,sv_P1
3217,udp,email
3218,tcp,sv_P1
3219,icmp,sv_P1
3220,icmp,sv_P2
3221,icmp,email
3222,udp,sv_P1
3223,udp,sv_P1
3224,tcp,sv_P2
3225,udp,sv_P1
3226,udp,email
3227,tcp,email
3228,icmp,sv_P1
3229,icmp,email
3230,udp,sv_P2
3231,udp,sv_P1
3232,udp,email
3233,udp,sv_P2
3234,icmp,sv_P2
3235,udp,sv_P2
3236,icmp,sv_P1
3237,udp,sv_P2
3238,icmp,email
3239,tcp,sv_P1
3240,tcp,sv_P1
3241,udp,email
3242,udp,sv_P2
3243,icmp,email
3244,tcp,sv_P2
3245,udp,email
3246,icmp,sv_P1
3247,icmp,sv_P2
3248,icmp,email
3249,udp,sv_P2
3250,icmp,sv_P1
3251,tcp,email
3252,tcp,email
3253,udp,sv_P2
3254,icmp,sv_P1
3255,icmp,email
3256,icmp,sv_P1
3257,udp,sv_P1
3258,tcp,sv_P1
3259,icmp,sv_P2
3260,tcp,email
3261,tcp,email
3262,icmp,sv_P2
3263,udp,sv_P2
3264,udp,email
3265,udp,sv_P2
3266,icmp,sv_P2
3267,icmp,sv_P1
3268,tcp,sv_P1
3269,udp,email
3270,icmp,sv_P2
3271,tcp,sv_P1
3272,udp,sv_P1
3273,tcp,sv_P2
3274,udp,sv_P2
3275,icmp,sv_P1
3276,udp,sv_P1
3277,tcp,sv_P1
3278,udp,email
3279,tcp,sv_P2
3280,tcp,sv_P1
3281,icmp,sv_P2
3282,tcp,sv_P2
3283,tcp,sv_P1
3284,udp,email
3285,udp,email
3286,udp,sv_P1
3287,icmp,email
3288,tcp,email
3289,icmp,email
3290,udp,email
3291,tcp,sv_P2
3292,tcp,sv_P2
3293,tcp,sv_P1
3294,icmp,email
3295,tcp,sv_P2
3296,udp,sv_P2
3297,tcp,sv_P1
3298,icmp,sv_P1
3299,tcp,email
3300,icmp,email
3301,udp,sv_P1
3302,udp,email
3303,icmp,email
3304,icmp,email
3305,tcp,sv_P2
3306,udp,sv_P1
3307,udp,email
3308,icmp,email
3309,icmp,sv_P2
3310,icmp,sv_P2
3311,udp,sv_P1
3312,icmp,email
3313,tcp,sv_P2
3314,udp,sv_P1
3315,udp,sv_P2
3316,icmp,sv_P2
3317,udp,email
3318,udp,sv_P1
3319,tcp,sv_P2
3320,icmp,email
3321,tcp,sv_P2
3322,tcp,sv_P2
3323,icmp,sv_P2
3324,tcp,sv_P1
3325,tcp,sv_P1
3326,icmp,sv_P2
3327,tcp,sv_P2
3328,icmp,sv_P1
3329,udp,sv_P1
3330,udp,sv_P2
3331,udp,email
3332,tcp,email
3333,tcp,sv_P2
3334,udp,sv_P2
3335,udp,sv_P1
3336,tcp,sv_P2
3337,icmp,email
3338,icmp,sv_P1
3339,icmp,sv_P2
3340,udp,sv_P1
3341,icmp,sv_P1
3342,tcp,email
3343,icmp,email
3344,udp,sv_P1
3345,udp,sv_P2
3346,udp,email
3347,icmp,email
3348,tcp,sv_P2
3349,udp,sv_P1
3350,tcp,sv_P1
3351,icmp,sv_P2
3352,tcp,email
3353,udp,sv_P2
3354,tcp,sv_P2
3355,icmp,sv_P2
3356,tcp,sv_P1
3357,udp,sv_P2
3358,icmp,email
3359,udp,sv_P2
3360,tcp,sv_P1
3361,tcp,sv_P1
3362,tcp,sv_P2
3363,icmp,sv_P2
3364,udp,email
3365,tcp,email
3366,udp,sv_P2
3367,icmp,sv_P1
3368,tcp,sv_P1
3369,tcp,email
3370,udp,sv_P2
3371,icmp,email
3372,tcp,sv_P1
3373,icmp,sv_P2
3374,icmp,sv_P1
3375,icmp,sv_P2
3376,tcp,sv_P1
3377,tcp,sv_P1
3378,udp,email
3379,tcp,sv_P2
3380,icmp,email
3381,tcp,email
3382,icmp,email
3383,icmp,sv_P2
3384,icmp,sv_P1
3385,udp,sv_P1
3386,icmp,sv_P2
3387,tcp,sv_P1
3388,icmp,email
3389,tcp,sv_P2
3390,icmp,email
3391,udp,sv_P1
3392,tcp,email
3393,icmp,sv_P1
3394,udp,email
3395,udp,email
3396,udp,sv_P1
3397,tcp,email
3398,udp,sv_P2
3399,icmp,email
3400,icmp,sv_P1
3401,tcp,email
3402,udp,sv_P1
3403,icmp,sv_P1
3404,udp,sv_P2
3405,udp,email
3406,icmp,email
3407,icmp,email
3408,tcp,sv_P2
3409,tcp,email
3410,icmp,sv_P1
3411,icmp,sv_P2
3412,udp,sv_P1
3413,icmp,sv_P2
3414,icmp,sv_P2
3415,icmp,sv_P1
3416,udp,sv_P1
3417,udp,sv_P1
3418,tcp,sv_P1
3419,icmp,sv_P1
3420,icmp,email
3421,tcp,sv_P2
3422,tcp,sv_P1
3423,udp,sv_P1
3424,icmp,sv_P1
3425,icmp,email
3426,tcp,sv_P2
3427,tcp,sv_P1
3428,icmp,sv_P2
3429,udp,sv_P2
3430,tcp,sv_P1
3431,udp,email
3432,icmp,email
3433,tcp,sv_P2
3434,tcp,sv_P1
3435,udp,sv_P2
3436,icmp,sv_P2
3437,udp,sv_P2
3438,udp,sv_P2
3439,udp,sv_P1
3440,icmp,sv_P2
3441,icmp,sv_P2
3442,tcp,sv_P1
3443,udp,email
3444,udp,email
3445,udp,sv_P1
3446,udp,sv_P2
3447,icmp,email
3448,udp,email
3449,tcp,sv_P1
3450,udp,email
3451,icmp,sv_P2
3452,udp,email
3453,icmp,email
3454,udp,sv_P2
3455,icmp,sv_P2
3456,udp,email
3457,tcp,sv_P1
3458,tcp,email
3459,udp,sv_P1
3460,icmp,sv_P1
3461,tcp,sv_P2
3462,icmp,sv_P1
3463,icmp,email
3464,icmp,sv_P1
3465,tcp,sv_P2
3466,icmp,sv_P1
3467,tcp,sv_P1
3468,udp,sv_P1
3469,icmp,sv_P1
3470,udp,email
3471,tcp,sv_P1
3472,tcp,sv_P2
3473,icmp,sv_P1
3474,icmp,sv_P1
3475,udp,sv_P2
3476,icmp,email
3477,icmp,sv_P1
3478,icmp,sv_P1
3479,tcp,sv_P2
3480,tcp,email
3481,tcp,sv_P1
3482,icmp,sv_P1
3483,icmp,sv_P1
3484,tcp,email
3485,udp,sv_P2
3486,udp,sv_P2
3487,icmp,email
3488,udp,email
3489,udp,sv_P2
3490,tcp,email
3491,udp,email
3492,udp,sv_P2
3493,tcp,sv_P2
3494,icmp,sv_P1
3495,udp,email
3496,icmp,sv_P2
3497,tcp,sv_P2
3498,icmp,sv_P1
3499,tcp,email
3500,udp,email
3501,tcp,email
3502,icmp,sv_P2
3503,udp,sv_P1
3504,udp,sv_P1
3505,udp,sv_P2
3506,tcp,sv_P2
3507,udp,email
3508,tcp,sv_P1
3509,udp,email
3510,udp,sv_P2
3511,tcp,email
3512,tcp,sv_P1
3513,tcp,email
3514,tcp,email
3515,icmp,sv_P2
3516,udp,sv_P1
3517,udp,email
3518,tcp,sv_P1
3519,tcp,sv_P1
3520,udp,sv_P2
3521,tcp,sv_P2
3522,tcp,sv_P2
3523,icmp,sv_P1
3524,udp,sv_P2
3525,udp,email
3526,icmp,sv_P2
3527,icmp,sv_P1
3528,icmp,email
3529,udp,sv_P2
3530,tcp,sv_P2
3531,udp,sv_P2
3532,tcp,email
3533,udp,sv_P1
3534,icmp,email
3535,udp,email
3536,udp,sv_P1
3537,tcp,sv_P1
3538,tcp,sv_P2
3539,udp,email
3540,tcp,sv_P1
3541,tcp,sv_P2
3542,icmp,sv_P1
3543,tcp,sv_P2
3544,udp,sv_P1
3545,tcp,email
3546,tcp,email
3547,udp,sv_P1
3548,udp,sv_P2
3549,icmp,sv_P1
3550,udp,email
3551,icmp,email
3552,udp,email
3553,tcp,email
3554,icmp,email
3555,icmp,sv_P2
3556,udp,email
3557,udp,sv_P2
3558,tcp,sv_P1
3559,icmp,sv_P1
3560,tcp,email
3561,icmp,sv_P1
3562,tcp,sv_P1
3563,icmp,sv_P2
3564,icmp,email
3565,tcp,email
3566,tcp,sv_P2
3567,tcp,email
3568,icmp,email
3569,udp,sv_P2
3570,tcp,sv_P1
3571,udp,email
3572,icmp,sv_P2
3573,udp,sv_P2
3574,icmp,sv_P2
3575,tcp,sv_P2
3576,udp,email
3577,tcp,sv_P2
3578,udp,sv_P1
3579,icmp,email
3580,tcp,sv_P1
3581,icmp,email
3582,icmp,sv_P2
3583,icmp,sv_P2
3584,icmp,email
3585,tcp,sv_P1
3586,tcp,sv_P2
3587,udp,email
3588,tcp,email
3589,udp,sv_P2
3590,icmp,sv_P1
3591,icmp,sv_P2
3592,icmp,sv_P1
3593,icmp,sv_P2
3594,tcp,sv_P1
3595,udp,sv_P1
3596,icmp,sv_P1
3597,tcp,sv_P1
3598,tcp,sv_P1
3599,tcp,email
3600,icmp,sv_P1
3601,tcp,sv_P1
3602,udp,email
3603,icmp,sv_P2
3604,icmp,email
3605,icmp,sv_P2
3606,icmp,sv_P2
3607,icmp,email
3608,udp,sv_P1
3609,tcp,email
3610,udp,email
3611,tcp,sv_P2
3612,udp,email
3613,tcp,email
3614,udp,sv_P1
3615,udp,sv_P1
3616,udp,sv_P2
3617,icmp,sv_P1
3618,tcp,email
3619,tcp,email
3620,icmp,sv_P1
3621,icmp,sv_P1
3622,icmp,sv_P1
3623,tcp,sv_P1
3624,tcp,sv_P2
3625,udp,sv_P1
3626,icmp,email
3627,udp,email
3628,icmp,sv_P2
3629,icmp,sv_P2
3630,icmp,sv_P1
3631,icmp,email
3632,icmp,sv_P1
3633,udp,sv_P2
3634,udp,sv_P2
3635,tcp,email
3636,udp,sv_P2
3637,tcp,sv_P2
3638,udp,sv_P1
3639,tcp,email
3640,icmp,sv_P1
3641,udp,email
3642,udp,email
3643,udp,email
3644,tcp,sv_P2
3645,udp,sv_P1
3646,icmp,sv_P2
3647,icmp,email
3648,udp,sv_P2
3649,tcp,email
3650,tcp,email
3651,icmp,email
3652,tcp,email
3653,udp,sv_P2
3654,udp,sv_P2
3655,tcp,sv_P2
3656,icmp,sv_P2
3657,tcp,sv_P2
3658,icmp,sv_P1
3659,udp,email
3660,udp,email
3661,icmp,email
3662,tcp,sv_P1
3663,tcp,sv_P1
3664,icmp,sv_P2
3665,icmp,email
3666,udp,sv_P2
3667,tcp,email
3668,udp,email
3669,icmp,email
3670,udp,sv_P2
3671,tcp,sv_P2
3672,icmp,email
3673,icmp,sv_P2
3674,tcp,email
3675,tcp,sv_P1
3676,udp,sv_P2
3677,tcp,sv_P1
3678,udp,sv_P2
3679,icmp,email
3680,tcp,sv_P2
3681,tcp,email
3682,udp,email
3683,udp,sv_P2
3684,udp,sv_P2
3685,tcp,email
3686,tcp,sv_P1
3687,udp,sv_P1
3688,udp,sv_P1
3689,icmp,sv_P2
3690,tcp,sv_P1
3691,udp,sv_P1
3692,icmp,email
3693,udp,sv_P1
3694,udp,sv_P1
3695,icmp,sv_P2
3696,icmp,email
3697,udp,email
3698,icmp,sv_P2
3699,udp,sv_P2
3700,udp,sv_P1
3701,icmp,sv_P2
3702,udp,sv_P2
3703,tcp,sv_P1
3704,udp,sv_P1
3705,udp,email
3706,udp,email
3707,icmp,email
3708,icmp,sv_P2
3709,icmp,email
3710,udp,sv_P1
3711,tcp,email
3712,icmp,email
3713,icmp,sv_P1
3714,tcp,sv_P2
3715,udp,email
3716,icmp,sv_P1
3717,udp,email
3718,udp,sv_P1
3719,icmp,sv_P2
3720,udp,sv_P1
3721,icmp,email
3722,tcp,email
3723,tcp,email
3724,tcp,email
3725,icmp,email
3726,icmp,email
3727,tcp,sv_P1
3728,icmp,sv_P1
3729,tcp,sv_P1
3730,icmp,email
3731,tcp,email
3732,tcp,email
3733,icmp,sv_P1
3734,udp,sv_P2
3735,tcp,sv_P2
3736,udp,sv_P1
3737,tcp,sv_P1
3738,icmp,sv_P2
3739,udp,email
3740,tcp,email
3741,tcp,email
3742,tcp,email
3743,udp,sv_P2
3744,udp,sv_P1
3745,tcp,sv_P2
3746,udp,sv_P1
3747,tcp,email
3748,udp,sv_P1
3749,udp,sv_P1
3750,icmp,sv_P2
3751,icmp,sv_P2
3752,tcp,sv_P1
3753,udp,sv_P2
3754,udp,email
3755,icmp,sv_P1
3756,icmp,sv_P1
3757,tcp,sv_P1
3758,udp,sv_P1
3759,tcp,sv_P1
3760,icmp,sv_P2
3761,udp,sv_P2
3762,tcp,email
3763,icmp,sv_P2
3764,icmp,sv_P1
3765,icmp,email
3766,icmp,email
3767,icmp,email
3768,tcp,sv_P2
3769,icmp,sv_P1
3770,icmp,sv_P2
3771,udp,sv_P2
3772,tcp,sv_P2
3773,icmp,email
3774,icmp,email
3775,icmp,email
3776,tcp,sv_P1
3777,icmp,sv_P1
3778,tcp,sv_P2
3779,tcp,email
3780,udp,email
3781,tcp,email
3782,udp,sv_P1
